nsb,Timestamp_UTC,Timestamp_local
17.07,2024-08-20 09:00:00,2024-08-20 04:00:00
18.1475,2024-08-20 10:00:00,2024-08-20 05:00:00
15.452499999999999,2024-08-20 11:00:00,2024-08-20 06:00:00
14.4,2024-08-21 01:00:00,2024-08-20 20:00:00
19.279999999999998,2024-08-21 02:00:00,2024-08-20 21:00:00
18.815,2024-08-21 03:00:00,2024-08-20 22:00:00
18.299999999999997,2024-08-21 04:00:00,2024-08-20 23:00:00
17.88,2024-08-21 05:00:00,2024-08-21 00:00:00
17.502499999999998,2024-08-21 06:00:00,2024-08-21 01:00:00
16.549999999999997,2024-08-21 07:00:00,2024-08-21 02:00:00
17.235,2024-08-21 08:00:00,2024-08-21 03:00:00
17.7,2024-08-21 09:00:00,2024-08-21 04:00:00
